1,2198
2,2340
3,2552
4,2429
5,2336
6,2380
7,2000
8,2238
9,2017
10,1976
11,2297
12,1981
13,1817
14,1770
15,2043
16,2217
17,1901
18,1865
19,1852
20,2268
21,1972
22,1780
23,1547
24,1975
25,1679
26,1642
27,1587
28,1789
29,1622
30,1542
31,1818
32,1715
33,1543
34,1852
35,1650
36,1184
37,1582
38,1458
39,1388
