Solution found:
6 8 5 7 2 1 3 4 9 
4 1 9 5 6 3 8 7 2 
7 3 2 8 4 9 1 6 5 
5 2 1 3 8 4 6 9 7 
8 6 7 9 1 2 5 3 4 
3 9 4 6 7 5 2 1 8 
9 7 6 1 5 8 4 2 3 
2 5 3 4 9 6 7 8 1 
1 4 8 2 3 7 9 5 6 
